date,format,startTime,endTime,sessionName,sessionLongName,sessionNumber,sessionTracks,paperID,paperTitle,paperAuthors
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6B,Zoom Q&A Session 6B: Machine Translation and Multilinguality,6B,Machine Translation and Multilinguality,2718, Bridging Linguistic Typology and Multilingual Machine Translation with Multi-View Language Representations ,"Arturo Oncevay, Barry Haddow and Alexandra Birch"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6B,Zoom Q&A Session 6B: Machine Translation and Multilinguality,6B,Machine Translation and Multilinguality,CL2, Semantic Drift in Multilingual Representations ,"Lisa Beinborn, Rochelle Choenni"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6C,Zoom Q&A Session 6C: Question Answering,6C,Question Answering,1004, AnswerFact: Fact Checking in Product Question Answering ,"Wenxuan Zhang, Yang Deng, Jing Ma and Wai Lam"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6C,Zoom Q&A Session 6C: Question Answering,6C,Question Answering,1022, Context-Aware Answer Extraction in Question Answering ,"Yeon Seonwoo, Ji-Hoon Kim, Jung-Woo Ha and Alice Oh"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6C,Zoom Q&A Session 6C: Question Answering,6C,Question Answering,2258, What do Models Learn from Question Answering Datasets? ,Priyanka Sen and Amir Saffari
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6C,Zoom Q&A Session 6C: Question Answering,6C,Question Answering,1622, Discern: Discourse-Aware Entailment Reasoning Network for Conversational Machine Reading ,"Yifan Gao, Chien-Sheng Wu, Jingjing Li, Shafiq Joty, Steven C.H. Hoi, Caiming Xiong, Irwin King and Michael Lyu"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6D,"Zoom Q&A Session 6D: Semantics: Sentence-level Semantics, Textual Inference and Other areas",6D,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",3057, A Method for Building a Commonsense Inference Dataset based on Basic Events ,"Kazumasa Omura, Daisuke Kawahara and Sadao Kurohashi"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6D,"Zoom Q&A Session 6D: Semantics: Sentence-level Semantics, Textual Inference and Other areas",6D,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",1187, Neural Deepfake Detection with Factual Structure of Text ,"Wanjun Zhong, Duyu Tang, Zenan Xu, Ruize Wang, Nan Duan, Ming Zhou, Jiahai Wang and Jian Yin"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6D,"Zoom Q&A Session 6D: Semantics: Sentence-level Semantics, Textual Inference and Other areas",6D,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",1032, MultiCQA: Zero-Shot Transfer of Self-Supervised Text Matching Models on a Massive Scale ,"Andreas RГјcklГ©, Jonas Pfeiffer and Iryna Gurevych"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6D,"Zoom Q&A Session 6D: Semantics: Sentence-level Semantics, Textual Inference and Other areas",6D,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",1649, XL-AMR: Enabling Cross-Lingual AMR Parsing with Transfer Learning Techniques ,"Rexhina Blloshmi, Rocco Tripodi and Roberto Navigli"
2020-11-17,zoom,05:00,06:00,Zoom Q&A Session 6D,"Zoom Q&A Session 6D: Semantics: Sentence-level Semantics, Textual Inference and Other areas",6D,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",2098, Improving AMR Parsing with Sequence-to-Sequence Pre-training ,"Dongqin Xu, Junhui Li, Muhua Zhu, Min Zhang and Guodong Zhou"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,1018, Exploring the Linear Subspace Hypothesis in Gender Bias Mitigation ,Francisco Vargas and Ryan Cotterell
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,1208, Lifelong Language Knowledge Distillation ,"Yung-Sung Chuang, Shang-Yu Su and Yun-Nung Chen"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,1498, Sparse Parallel Training of Hierarchical Dirichlet Process Topic Models ,"Alexander Terenin, MГҐns Magnusson and Leif Jonsson"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,1682, Multi-label Few/Zero-shot Learning with Knowledge Aggregated from Multiple Label Graphs ,"Jueqing Lu, Lan Du, Ming Liu and Joanna Dipnall"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,2370, Word Rotator's Distance ,"Sho Yokoi, Ryo Takahashi, Reina Akama, Jun Suzuki and Kentaro Inui"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,2873, Disentangle-based Continual Graph Representation Learning ,"Xiaoyu Kou, Yankai Lin, Shaobo Liu, Peng Li, Jie Zhou and Yan Zhang"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,3205, Semi-Supervised Bilingual Lexicon Induction with Two-way Interaction ,"Xu Zhao, Zihao Wang, Hao Wu and Yong Zhang"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,3321, Wasserstein Distance Regularized Sequence Representation for Text Matching in Asymmetrical Domains ,"Weijie Yu, Chen Xu, Jun Xu, Liang Pang, Xiaopeng Gao, Xiaozhao Wang and Ji-Rong Wen"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,410, A Simple Approach to Learning Unsupervised Multilingual Embeddings ,"Pratik Jawanpuria, Mayank Meghwanshi and Bamdev Mishra"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,763, Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games ,"Subhajit Chaudhury, Daiki Kimura, Kartik Talamadupula, Michiaki Tatsubori, Asim Munawar and Ryuki Tachibana"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,956, BERT-EMD: Many-to-Many Layer Mapping for BERT Compression with Earth Mover's Distance ,"jianquan li, XiaoKang Liu, Honghong Zhao, Ruifeng Xu, Min Yang and yaohong jin"
2020-11-17,gather,06:00,08:00,Gather Session 2A,Gather Session 2A: Machine Learning for NLP,2A,Machine Learning for NLP,977, Slot Attention with Value Normalization for Multi-Domain Dialogue State Tracking ,"Yexiang Wang, Yi Guo and Siqi Zhu"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,1006, Knowledge-Grounded Dialogue Generation with Pre-trained Language Models ,"Xueliang Zhao, wei wu, Can Xu, Chongyang Tao, Dongyan Zhao and Rui Yan"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,1846, MinTL: Minimalist Transfer Learning for Task-Oriented Dialogue Systems ,"Zhaojiang Lin, Andrea Madotto, Genta Indra Winata and Pascale Fung"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,2070, Variational Hierarchical Dialog Autoencoder for Dialog State Tracking Data Augmentation ,"Kang Min Yoo, Hanbit Lee, Franck Dernoncourt, Trung Bui, Walter Chang and Sang-goo Lee"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,2212, Bridging the Gap between Prior and Posterior Knowledge Selection for Knowledge-Grounded Dialogue Generation ,"Xiuyi Chen, Fandong Meng, Peng Li, Feilong Chen, Shuang Xu, Bo Xu and Jie Zhou"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,2975, Counterfactual Off-Policy Training for Neural Dialogue Generation ,"Qingfu Zhu, Wei-Nan Zhang, Ting Liu and William Yang Wang"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,478, Dialogue Distillation: Open-Domain Dialogue Augmentation Using Unpaired Data ,"Rongsheng Zhang, Yinhe Zheng, Jianzhi Shao, Xiao-Xi Mao, yadong xi and Minlie Huang"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,664, Task-Completion Dialogue Policy Learning via Monte Carlo Tree Search with Dueling Network ,"Sihan Wang, kaijie zhou, Kunfeng Lai and Jianping Shen"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,699, Learning a Simple and Effective Model for Multi-turn Response Generation with Auxiliary Tasks ,"YUFAN ZHAO, Can Xu and wei wu"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,787, AttnIO: Knowledge Graph Exploration with In-and-Out Attention Flow for Knowledge-Grounded Dialogue ,"Jaehun Jung, Bokyung Son and Sungwon Lyu"
2020-11-17,gather,06:00,08:00,Gather Session 2B,Gather Session 2B: Dialog and Interactive Systems,2B,Dialog and Interactive Systems,954, Amalgamating Knowledge from Two Teachers for Task-oriented Dialogue System with Adversarial Training ,"Wanwei He, Min Yang, Rui Yan, Chengming Li, Ying Shen and Ruifeng Xu"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,1159, Learning from Context or Names? An Empirical Study on Neural Relation Extraction ,"Hao Peng, Tianyu Gao, Xu Han, Yankai Lin, Peng Li, Zhiyuan Liu, Maosong Sun and Jie Zhou"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,1547, SelfORE: Self-supervised Relational Feature Learning for Open Relation Extraction ,"Xuming Hu, Lijie Wen, Yusong Xu, Chenwei Zhang and Philip Yu"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,1566, Denoising Relation Extraction from Document-level Distant Supervision ,"Chaojun Xiao, Yuan Yao, Ruobing Xie, Xu Han, Zhiyuan Liu, Maosong Sun, Fen Lin and Leyu Lin"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,1862, Let's Stop Incorrect Comparisons in End-to-end Relation Extraction! ,"Bruno TaillГ©, Vincent Guigue, Geoffrey Scoutheeten and patrick Gallinari"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,2739, Exposing Shallow Heuristics of Relation Extraction Models with Challenge Data ,"вЂ«Shachar Rosenman, Alon Jacovi and Yoav Goldberg"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,327, Global-to-Local Neural Networks for Document-Level Relation Extraction ,"Difeng Wang, Wei Hu, Ermei Cao and Weijian Sun"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,3519, Recurrent Interaction Network for Jointly Extracting Entities and Classifying Relations ,"Kai Sun, Richong Zhang, Samuel Mensah, Yongyi Mao and xudong Liu"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,3617, Temporal Knowledge Base Completion: New Algorithms and Evaluation Protocols ,"Prachi Jain, Sushant Rathi, Mausam - and Soumen Chakrabarti"
2020-11-17,gather,06:00,08:00,Gather Session 2C,Gather Session 2C: Information Extraction,2C,Information Extraction,3646,OpenIE6: Iterative Grid Labeling and Coordination Analysis for Open Information Extraction,"Keshav Kolluru, Vaibhav Adlakha, Samarth Aggarwal, Mausam - and Soumen Chakrabarti"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,1180, Public Sentiment Drift Analysis Based on Hierarchical Variational Auto-encoder ,"Wenyue Zhang, Xiaoli Li, Yang Li, Suge Wang, Deyu Li, Jian Liao and Jianxing Zheng"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,1739, Point to the Expression: Solving Algebraic Word Problems using the Expression-Pointer Transformer Model ,"Bugeun Kim, Kyung Seo Ki, Donggeon Lee and Gahgene Gweon"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,179, Semantically-Aligned Universal Tree-Structured Solver for Math Word Problems ,"Jinghui Qin, Lihui Lin, Xiaodan Liang, Rumin Zhang and Liang Lin"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,2764, Neural Topic Modeling by Incorporating Document Relationship Graph ,"Deyu Zhou, Xuemeng Hu and Rui Wang"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,2779, Routing Enforced Generative Model for Recipe Generation ,"Zhiwei Yu, Hongyu Zang and Xiaojun Wan"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,3344, Assessing the Helpfulness of Learning Materials with Inference-Based Learner-Like Agent ,"Yun-Hsuan Jen, Chieh-Yang Huang, MeiHua Chen, Ting-Hao Huang and Lun-Wei Ku"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,3431, Selection and Generation: Learning towards Multi-Product Advertisement Post Generation ,"Zhangming Chan, Yuchi Zhang, Xiuying Chen, Shen Gao, Zhiqiang Zhang, Dongyan Zhao and Rui Yan"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,3496,Form2Seq : A Framework for Higher-Order Form Structure Extraction,"Milan Aggarwal, Hiresh Gupta, Mausoom Sarkar and Balaji Krishnamurthy"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,1857, Task-oriented Domain-specific Meta-Embedding for Text Classification ,"Xin Wu, Yi Cai, Yang Kai, Tao Wang and Qing Li"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,1935, Don't Neglect the Obvious: On the Role of Unambiguous Words in Word Sense Disambiguation ,Daniel Loureiro and Jose Camacho-Collados
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,2151, Within-Between Lexical Relation Classification ,"Oren Barkan, Avi Caciularu and Ido Dagan"
2020-11-17,gather,06:00,08:00,Gather Session 2D,Gather Session 2D: NLP Applications; Semantics: Lexical Semantics,2D,NLP Applications; Semantics: Lexical Semantics,2251, With More Contexts Comes Better Performance: Contextualized Sense Embeddings for All-Round Word Sense Disambiguation ,"Bianca Scarlini, Tommaso Pasini and Roberto Navigli"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2061, Translation Quality Estimation by Jointly Learning to Score and Rank ,Jingyi Zhang and Josef van Genabith
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",246, CSP:Code-Switching Pre-training for Neural Machine Translation ,"Zhen Yang, Bojie Hu, ambyera han, shen huang and QI JU"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",3688, Pre-training Multilingual Neural Machine Translation by Leveraging Alignment Information ,"Zehui Lin, Xiao Pan, Mingxuan Wang, Xipeng Qiu, Jiangtao Feng, Hao Zhou and Lei Li"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",701, Towards Enhancing Faithfulness for Neural Machine Translation ,"Rongxiang Weng, Heng Yu, Xiangpeng Wei and Weihua Luo"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",835, COMET: A Neural Framework for MT Evaluation ,"Ricardo Rei, Craig Stewart, Ana Catarina Farinha and Alon Lavie"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",865, LNMap: Departures from Isomorphic Assumption in Bilingual Lexicon Induction Through Non-Linear Mapping in Latent Space ,"Tasnim Mohiuddin, M Saiful Bari and Shafiq Joty"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",891, Uncertainty-Aware Semantic Augmentation for Neural Machine Translation ,"Xiangpeng Wei, Heng Yu, Yue Hu, Rongxiang Weng, Luxi Xing and Weihua Luo"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",894, Can Automatic Post-Editing Improve NMT? ,"Shamil Chollampatt, Raymond Hendy Susanto, Liling Tan and Ewa Szymanska"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",1733, Domain Adaptation of Thai Word Segmentation Models using Stacked Ensemble ,"Peerat Limkonchotiwat, Wannaphong Phatthiyaphaibun, Raheem Sarwar, Ekapol Chuangsuwanich and Sarana Nutanong"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2424, DagoBERT: Generating Derivational Morphology with a Pretrained Language Model ,"Valentin Hofmann, Janet Pierrehumbert and Hinrich SchГјtze"
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",557, Attention Is All You Need for Chinese Word Segmentation ,Sufeng Duan and Hai Zhao
2020-11-17,gather,06:00,08:00,Gather Session 2E,"Gather Session 2E: Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",2E,"Machine Translation and Multilinguality; Phonology, Morphology and Word Segmentation",930, A Joint Multiple Criteria Model in Transfer Learning for Cross-domain Chinese Word Segmentation ,"Kaiyu Huang, Degen Huang, Zhuang Liu and Fengran Mo"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,2075, TED-CDB: A Large-Scale Chinese Discourse Relation Dataset on TED Talks ,"Wanqiu Long, Bonnie Webber and Deyi Xiong"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,2512," QADiscourse - Discourse Relations as QA Pairs: Representation, Crowdsourcing and Baselines ","Valentina Pyatkin, Ayal Klein, Reut Tsarfaty and Ido Dagan"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,955, Discourse Self-Attention for Discourse Element Identification in Argumentative Student Essays ,"Wei Song, Ziyao Song, Ruiji Fu, Lizhen Liu, Miaomiao Cheng and Ting Liu"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,1146, Self-Induced Curriculum Learning in Self-Supervised Neural Machine Translation ,"Dana Ruiter, Josef van Genabith and Cristina EspaГ±a-Bonet"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,1248, Towards Reasonably-Sized Character-Level Transformer NMT by Finetuning Subword Systems ,JindЕ™ich LibovickГЅ and Alexander Fraser
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,1263, Transfer Learning and Distant Supervision for Multilingual Transformer Models: A Study on African Languages ,"Michael A. Hedderich, David Adelani, Dawei Zhu, Jesujoba Alabi, Udia Markus and Dietrich Klakow"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,2163, Direct Segmentation Models for Streaming Speech Translation ,"Javier Iranzo-SГЎnchez, AdriГ  GimГ©nez Pastor, Joan Albert Silvestre-CerdГ , Pau Baquero-Arnal, Jorge Civera Saiz and Alfons Juan"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,2298," Not Low-Resource Anymore: Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation ","Tahmid Hasan, Abhik Bhattacharjee, Kazi Samin, Md Hasan, Madhusudan Basak, M. Sohel Rahman and Rifat Shahriyar"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,353, Type B Reflexivization as an Unambiguous Testbed for Multilingual Multi-Task Gender Bias ,"Ana Valeria GonzГЎlez, Maria Barrett, Rasmus Hvingelby, Kellie Webster and Anders SГёgaard"
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,618, Losing Heads in the Lottery: Pruning Transformer Attention in Neural Machine Translation ,Maximiliana Behnke and Kenneth Heafield
2020-11-17,gather,06:00,08:00,Gather Session 2F,Gather Session 2F: Discourse and Pragmatics; Machine Translation and Multilinguality,2F,Discourse and Pragmatics; Machine Translation and Multilinguality,852, Reusing a Pretrained Language Model on Languages with Limited Corpora for Unsupervised NMT ,"Alexandra Chronopoulou, Dario Stojanovski and Alexander Fraser"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",1030, STL-CQA: Structure-based Transformers with Localization and Encoding for Chart Question Answering ,Hrituraj Singh and Sumit Shekhar
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",1196, Learning to Contrast the Counterfactual Samples for Robust Visual Question Answering ,"Zujie Liang, Weitao Jiang, Haifeng Hu and Jiaying Zhu"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",279, Learning Physical Common Sense as Knowledge Graph Completion via BERT Data Augmentation and Constrained Tucker Factorization ,"Zhenjie Zhao, Evangelos Papalexakis and Xiaojuan Ma"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",2927, A Visually-grounded First-person Dialogue Dataset with Verbal and Non-verbal Responses ,"Hisashi Kamezawa, Noriki Nishida, Nobuyuki Shimizu, Takashi Miyazaki and Hideki Nakayama"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",3088, Cross-Media Keyphrase Prediction: A Unified Framework with Multi-Modality Multi-Head Attention and Image Wordings ,"Yue Wang, Jing Li, Michael Lyu and Irwin King"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",355, VD-BERT: A Unified Vision and Dialog Transformer with BERT ,"Yue Wang, Shafiq Joty, Michael Lyu, Irwin King, Caiming Xiong and Steven C.H. Hoi"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",593, The Grammar of Emergent Languages ,"Oskar van der Wal, Silvan de Boer, Elia Bruni and Dieuwke Hupkes"
2020-11-17,gather,06:00,08:00,Gather Session 2G,"Gather Session 2G: Language Grounding to Vision, Robotics and Beyond",2G,"Language Grounding to Vision, Robotics and Beyond",995, Sub-Instruction Aware Vision-and-Language Navigation ,"Yicong Hong, Cristian Rodriguez, Qi Wu and Stephen Gould"
2020-11-17,gather,06:00,08:00,Gather Session 2H,"Gather Session 2H: Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",2H,"Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",1626, Hate-Speech and Offensive Language Detection in Roman Urdu ,"Hammad Rizwan, Muhammad Haroon Shakeel and Asim Karim"
2020-11-17,gather,06:00,08:00,Gather Session 2H,"Gather Session 2H: Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",2H,"Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",1904, Suicidal Risk Detection for Military Personnel ,"Sungjoon Park, Kiwoong Park, jaimeen ahn and Alice Oh"
2020-11-17,gather,06:00,08:00,Gather Session 2H,"Gather Session 2H: Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",2H,"Computational Social Science and Social Media; Sentiment Analysis, Stylistic Analysis, and Argument Mining",2057, Comparative Evaluation of Label-Agnostic Selection Bias in Multilingual Hate Speech Datasets ,"Nedjma Ousidhoum, Yangqiu Song and Dit-Yan Yeung"
