submissionID,title,authors,track,acceptanceStatus,submissionType
328,Near-imperceptible Neural Linguistic Steganography via Self-Adjusting Arithmetic Coding,"Jiaming Shen, Heng Ji and Jiawei Han",NLP Applications,Accept,Long Paper
1187,Neural Deepfake Detection with Factual Structure of Text,"Wanjun Zhong, Duyu Tang, Zenan Xu, Ruize Wang, Nan Duan, Ming Zhou, Jiahai Wang and Jian Yin","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
3437,Neural Extractive Summarization with Hierarchical Attentive Heterogeneous Graph Network,"Ruipeng Jia, Yanan Cao, Hengzhu Tang, Fang Fang, Cong Cao and Shi Wang",Summarization,Accept,Long Paper
247,Neural Mask Generator: Learning to Generate Adaptive Word Maskings for Language Model Adaptation,"Minki Kang, Moonsu Han and Sung Ju Hwang",Machine Learning for NLP,Accept,Long Paper
2756,Neural Topic Modeling with Cycle-Consistent Adversarial Training,"Xuemeng Hu, Rui Wang, Deyu Zhou and Yuxuan Xiong",Information Retrieval and Text Mining,Accept,Long Paper
453,Non-Autoregressive Machine Translation with Latent Alignments,"Chitwan Saharia, William Chan, Saurabh Saxena and Mohammad Norouzi",Machine Translation and Multilinguality,Accept,Long Paper
2298,"Not Low-Resource Anymore: Aligner Ensembling, Batch Filtering, and New Datasets for Bengali-English Machine Translation","Tahmid Hasan, Abhik Bhattacharjee, Kazi Samin, Masum Hasan, Madhusudan Basak, M. Sohel Rahman and Rifat Shahriyar",Machine Translation and Multilinguality,Accept,Long Paper
1322,NwQM: A neural quality assessment framework for Wikipedia,"Bhanu Prakash Reddy Guda, Sasi Bhushan Seelaboyina, Soumya Sarkar and Animesh Mukherjee",NLP Applications,Accept,Long Paper
2493,OCR Post-Correction for Endangered Language Texts,"Shruti Rijhwani, Antonios Anastasopoulos and Graham Neubig",Machine Translation and Multilinguality,Accept,Long Paper
1835,On Extractive and Abstractive Neural Document Summarization with Transformer Language Models,"Jonathan Pilault, Raymond Li, Sandeep Subramanian and Chris Pal",Summarization,Accept,Long Paper
2491,On Losses for Modern Language Models,Stéphane Aroca-Ouellette and Frank Rudzicz,Machine Learning for NLP,Accept,Long Paper
1445,On Negative Interference in Multilingual Language Models,"Zirui Wang, Zachary C. Lipton and Yulia Tsvetkov",Machine Translation and Multilinguality,Accept,Long Paper
2696,On the Ability of Self-Attention Networks to Recognize Counter Languages,"Satwik Bhattamishra, Kabir Ahuja and Navin Goyal",Interpretability and Analysis of Models for NLP,Accept,Long Paper
789,On the Reliability and Validity of Detecting Approval of Political Actors in Tweets,"Indira Sen, Fabian Flöck and Claudia Wagner",Computational Social Science and Social Media,Accept,Long Paper
3635,On the Sentence Embeddings from BERT for Semantic Textual Similarity,"Bohan Li, Hao Zhou, Junxian He, Mingxuan Wang, Yiming Yang and Lei Li","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
2422,Online Back-Parsing for AMR-to-Text Generation,"Xuefeng Bai, Linfeng Song and Yue Zhang",Language Generation,Accept,Long Paper
1863,Online Conversation Disentanglement with Pointer Networks,Tao Yu and Shafiq Joty,Discourse and Pragmatics,Accept,Long Paper
1446,Optimus: Organizing Sentences via Pre-trained Modeling of a Latent Space,"Chunyuan Li, Xiang Gao, Yuan Li, Baolin Peng, Xiujun Li, Yizhe Zhang and Jianfeng Gao",NLP Applications,Accept,Long Paper
2511,PAIR: Planning and Iterative Refinement in Pre-trained Transformers for Long Text Generation,Xinyu Hua and Lu Wang,Language Generation,Accept,Long Paper
3483,PALM: Pre-training an Autoencoding&autoregressive Language Model for Context-conditioned Generation,"Bin Bi, Chenliang Li, Chen Wu, Ming Yan, Wei Wang, Songfang Huang, Fei Huang and Luo Si",Language Generation,Accept,Long Paper
2533,PARADE: A New Dataset for Paraphrase Identification Requiring Computer Science Domain Knowledge,"Yun He, Zhuoer Wang, Yin Zhang, Ruihong Huang and James Caverlee","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
2209,Parallel Interactive Networks for Multi-Domain Dialogue State Generation,"Junfan Chen, Richong Zhang, Yongyi Mao and Jie Xu",Dialog and Interactive Systems,Accept,Long Paper
1551,Pareto Probing: Trading-Off Accuracy and Complexity,"Tiago Pimentel, Naomi Saphra, Adina Williams and Ryan Cotterell",Interpretability and Analysis of Models for NLP:Best Paper Candidates,Accept,Long Paper
3184,Partially-Aligned Data-to-Text Generation with Distant Supervision,"Zihao Fu, Bei Shi, Wai Lam, Lidong Bing and Zhiyuan Liu",Language Generation,Accept,Long Paper
3054,PathQG: Neural Question Generation from Facts,"Siyuan Wang, Zhongyu Wei, Zhihao Fan, Zengfeng Huang, Weijian Sun, Qi ZHANG and Xuanjing Huang",NLP Applications,Accept,Long Paper
2042,Personal Information Leakage Detection in Conversations,"Qiongkai Xu, Lizhen Qu, Zeyu Gao and Gholamreza Haffari",Dialog and Interactive Systems,Accept,Long Paper
1634,Planning and Generating Natural and Diverse Disfluent Texts as Augmentation for Disfluency Detection,"Jingfeng Yang, Diyi Yang and Zhaoran Ma",NLP Applications,Accept,Long Paper
1687,PlotMachines: Outline-Conditioned Generation with Dynamic Plot State Tracking,"Hannah Rashkin, Asli Celikyilmaz, Yejin Choi and Jianfeng Gao",Language Generation,Accept,Long Paper
1490,Plug and Play Autoencoders for Conditional Text Generation,"Florian Mai, Nikolaos Pappas, Ivan Montero, Noah A. Smith and James Henderson",Machine Learning for NLP,Accept,Long Paper
1739,Point to the Expression: Solving Algebraic Word Problems using the Expression-Pointer Transformer Model,"Bugeun Kim, Kyung Seo Ki, Donggeon Lee and Gahgene Gweon",NLP Applications,Accept,Long Paper
1707,Pointer: Constrained Text Generation via Insertion-based Generative Pre-training,"Yizhe Zhang, Guoyin Wang, Chunyuan Li, Zhe Gan, Chris Brockett and Bill Dolan",Language Generation,Accept,Long Paper
3282,Position-Aware Tagging for Aspect Sentiment Triplet Extraction,"Lu Xu, Hao Li, Wei Lu and Lidong Bing","Syntax: Tagging, Chunking, and Parsing",Accept,Long Paper
2072,PowerTransformer: Unsupervised Controllable Revision for Biased Language Correction,"Xinyao Ma, Maarten Sap, Hannah Rashkin and Yejin Choi",Discourse and Pragmatics,Accept,Long Paper
1456,Pre-tokenization of Multi-word Expressions in Cross-lingual Word Embeddings,"Naoki Otani, Satoru Ozaki, Xingyuan Zhao, Yucen Li, Micaelah St Johns and Lori Levin",Machine Translation and Multilinguality,Accept,Long Paper
3022,Pre-training Entity Relation Encoder with Intra-span and Inter-span Information,"Yijun Wang, Changzhi Sun, Yuanbin Wu, Junchi Yan, Peng Gao and Guotong Xie",Information Extraction,Accept,Long Paper
714,Pre-training for Abstractive Document Summarization by Reinstating Source Text,"Yanyan Zou, Xingxing Zhang, Wei Lu, Furu Wei and Ming Zhou",Multidisciplinary and AC COI,Accept,Long Paper
3688,Pre-training Multilingual Neural Machine Translation by Leveraging Alignment Information,"Zehui Lin, Xiao Pan, Mingxuan Wang, Xipeng Qiu, Jiangtao Feng, Hao Zhou and Lei Li",Machine Translation and Multilinguality,Accept,Long Paper
1908,Predicting Clinical Trial Results by Implicit Evidence Integration,"Qiao Jin, Chuanqi Tan, Mosha Chen, Xiaozhong Liu and Songfang Huang",NLP Applications,Accept,Long Paper
3408,Predicting Stance and Rumor Veracity via Dual Hierarchical Transformer with Pretrained Encoders,"Jianfei Yu, Jing Jiang, Ling Min Serena Khoo, Hai Leong Chieu and Rui Xia",Computational Social Science and Social Media,Accept,Long Paper
2363,Probing Pretrained Language Models for Lexical Semantics,"Ivan Vulić, Edoardo Maria Ponti, Robert Litschko, Goran Glavaš and Anna Korhonen",Semantics: Lexical Semantics,Accept,Long Paper
1654,Probing Task-Oriented Dialogue Representation from Language Models,Chien-Sheng Wu and Caiming Xiong,Dialog and Interactive Systems,Accept,Long Paper
999,Profile Consistency Identification for Open-domain Dialogue Agents,"Haoyu Song, Yan Wang, Wei-Nan Zhang, Zhengyu Zhao, Ting Liu and Xiaojiang Liu",Dialog and Interactive Systems,Accept,Long Paper
2724,Program Enhanced Fact Verification with Verbalization and Graph Attention Network,"Xiaoyu Yang, Feng Nie, Yufei Feng, Quan Liu, Zhigang Chen and Xiaodan Zhu",Information Extraction,Accept,Long Paper
2380,ProtoQA: A Question Answering Dataset for Prototypical Common-Sense Reasoning,"Michael Boratko, Xiang Li, Tim O'Gorman, Rajarshi Das, Dan Le and Andrew McCallum",Question Answering,Accept,Long Paper
2054,PRover: Proof Generation for Interpretable Reasoning over Rules,"Swarnadeep Saha, Sayan Ghosh, Shashank Srivastava and Mohit Bansal",Question Answering,Accept,Long Paper
2990,PyMT5: multi-mode translation of natural language and Python code with transformers,"Colin Clement, Dawn Drain, Jonathan Timcheck, Alexey Svyatkovskiy and Neel Sundaresan",NLP Applications,Accept,Long Paper
471,Q-learning with Language Model for Edit-based Unsupervised Summarization,"Ryosuke Kohita, Akifumi Wachi, Yang Zhao and Ryuki Tachibana",Summarization,Accept,Long Paper
2512,"QADiscourse - Discourse Relations as QA Pairs: Representation, Crowdsourcing and Baselines","Valentina Pyatkin, Ayal Klein, Reut Tsarfaty and Ido Dagan",Discourse and Pragmatics,Accept,Long Paper
3352,Quantifying Intimacy In Language,Jiaxin Pei and David Jurgens,Computational Social Science and Social Media,Accept,Long Paper
2688,Quantitative Argument Summarization and Beyond: Cross-Domain Key Point Analysis,"Roy Bar-Haim, Yoav Kantor, Lilach Eden, Roni Friedman, Dan Lahav and Noam Slonim","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
834,Queens are Powerful too: Mitigating Gender Bias in Dialogue Generation,"Emily Dinan, Angela Fan, Adina Williams, Jack Urbanek, Douwe Kiela and Jason Weston",Dialog and Interactive Systems,Accept,Long Paper
1975,Question Directed Graph Attention Network for Numerical Reasoning over Text,"Kunlong Chen, Weidi Xu, Xingyi Cheng, Zou Xiaochuan, Yuyu Zhang, Le Song, Taifeng Wang, Yuan Qi and Wei Chu",Question Answering,Accept,Long Paper
3552,Re-evaluating Evaluation in Text Summarization,"Manik Bhandari, Pranav Narayan Gour, Atabak Ashfaq, Pengfei Liu and Graham Neubig",Summarization,Accept,Long Paper
3682,Re-examining the Role of Schema Linking in Text-to-SQL,"Wenqiang Lei, Weixin Wang, Zhixin MA, Tian Gan, Wei Lu, Min-Yen Kan and Tat-Seng Chua",Multidisciplinary and AC COI,Accept,Long Paper
1734,Recall and Learn: Fine-tuning Deep Pretrained Language Models with Less Forgetting,"Sanyuan Chen, Yutai Hou, Yiming Cui, Wanxiang Che, Ting Liu and Xiangzhan Yu",Machine Learning for NLP,Accept,Long Paper
1465,Recurrent Event Network: Autoregressive Structure Inference over Temporal Knowledge Graphs,"Woojeong Jin, Meng Qu, Xisen Jin and Xiang Ren",NLP Applications,Accept,Long Paper
3519,Recurrent Interaction Network for Jointly Extracting Entities and Classifying Relations,"Kai Sun, Richong Zhang, Samuel Mensah, Yongyi Mao and xudong Liu",Information Extraction,Accept,Long Paper
2058,"Refer, Reuse, Reduce: Grounding Subsequent References in Visual and Conversational Contexts","Ece Takmaz, Mario Giulianelli, Sandro Pezzelle, Arabella Sinclair and Raquel Fernández","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
1581,Reformulating Unsupervised Style Transfer as Paraphrase Generation,"Kalpesh Krishna, John Wieting and Mohit Iyyer",Language Generation,Accept,Long Paper
3157,Regularizing Dialogue Generation by Imitating Implicit Scenarios,"Shaoxiong Feng, Xuancheng Ren, Hongshen Chen, Bin Sun, Kan Li and Xu SUN",Dialog and Interactive Systems,Accept,Long Paper
384,Relation-aware Graph Attention Networks with Relational Position Encodings for Emotion Recognition in Conversations,"Taichi Ishiwatari, Yuki Yasuda, Taro Miyazaki and Jun Goto","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
903,Repulsive Attention: Rethinking Multi-head Attention as Bayesian Inference,"Bang An, Jie Lyu, Zhenyi Wang, Chunyuan Li, Changwei Hu, Fei Tan, Ruiyi Zhang, Yifan Hu and Changyou Chen",Machine Learning for NLP,Accept,Long Paper
2050,Response Selection for Multi-Party Conversations with Dynamic Topic Tracking,"Weishi Wang, Steven C.H. Hoi and Shafiq Joty",Dialog and Interactive Systems,Accept,Long Paper
204,Retrofitting Structure-aware Transformer Language Model for End Tasks,"Hao Fei, Yafeng Ren and Donghong Ji",Language Generation,Accept,Long Paper
1986,Revisiting modularized multilingual NMT to meet industrial demands,"Sungwon Lyu, Bokyung Son, Kichang Yang and Jaekyoung Bae",Machine Translation and Multilinguality,Accept,Long Paper
1702,RiSAWOZ: A Large-Scale Multi-Domain Wizard-of-Oz Dataset with Rich Semantic Annotations for Task-Oriented Dialogue Modeling,"Jun Quan, Shian Zhang, Qian Cao, Zizhong Li and Deyi Xiong",Dialog and Interactive Systems,Accept,Long Paper
3550,RNNs can generate bounded hierarchical languages with optimal memory,"John Hewitt, Michael Hahn, Surya Ganguli, Percy Liang and Christopher D. Manning",Interpretability and Analysis of Models for NLP,Accept,Long Paper
1113,Room-Across-Room: Multilingual Vision-and-Language Navigation with Dense Spatiotemporal Grounding,"Alexander Ku, Peter Anderson, Roma Patel, Eugene Ie and Jason Baldridge","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
2779,Routing Enforced Generative Model for Recipe Generation,"Zhiwei Yu, Hongyu Zang and Xiaojun Wan",NLP Applications,Accept,Long Paper
2391,RussianSuperGLUE: A Russian Language Understanding Evaluation Benchmark,"Tatiana Shavrina, Alena Fenogenova, Emelyanov Anton, Denis Shevelev, Ekaterina Artemova, Valentin Malykh, Vladislav Mikhailov, Maria Tikhonova, Andrey Chertok and Andrey Evlampiev",NLP Applications,Accept,Long Paper
1648,Scalable Multi-Hop Relational Reasoning for Knowledge-Aware Question Answering,"Yanlin Feng, Xinyue Chen, Bill Yuchen Lin, Peifeng Wang, Jun Yan and Xiang Ren",Machine Learning for NLP,Accept,Long Paper
2974,Scalable Zero-shot Entity Linking with Dense Entity Retrieval,"Ledell Wu, Fabio Petroni, Martin Josifoski, Sebastian Riedel and Luke Zettlemoyer",Information Extraction,Accept,Long Paper
390,Scene Restoring for Narrative Machine Reading Comprehension,"Zhixing Tian, Yuanzhe Zhang, Kang Liu, Jun Zhao, Yantao Jia and Zhicheng Sheng",Question Answering,Accept,Long Paper
3431,Selection and Generation: Learning towards Multi-Product Advertisement Post Generation,"Zhangming Chan, Yuchi Zhang, Xiuying Chen, Shen Gao, Zhiqiang Zhang, Dongyan Zhao and Rui Yan",NLP Applications,Accept,Long Paper
1146,Self-Induced Curriculum Learning in Self-Supervised Neural Machine Translation,"Dana Ruiter, Josef van Genabith and Cristina España-Bonet",Machine Translation and Multilinguality,Accept,Long Paper
2640,Self-Supervised Knowledge Triplet Learning for Zero-shot Question Answering,Pratyay Banerjee and Chitta Baral,Question Answering,Accept,Long Paper
2793,Self-Supervised Meta-Learning for Few-Shot Natural Language Classification Tasks,"Trapit Bansal, Rishikesh Jha, Tsendsuren Munkhdalai and Andrew McCallum",Machine Learning for NLP,Accept,Long Paper
3010,Self-Supervised Text Planning for Paragraph Completion Task,Dongyeop Kang and Eduard Hovy,Language Generation,Accept,Long Paper
1547,SelfORE: Self-supervised Relational Feature Learning for Open Relation Extraction,"Xuming Hu, Lijie Wen, Yusong Xu, Chenwei Zhang and Philip Yu",Information Extraction,Accept,Long Paper
3544,Semantic Evaluation for Text-to-SQL with Distilled Test Suite,"Ruiqi Zhong, Tao Yu and Dan Klein","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
1957,Semantic Role Labeling as Syntactic Dependency Parsing,"Tianze Shi, Igor Malioutov and Ozan Irsoy","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
179,Semantically-Aligned Universal Tree-Structured Solver for Math Word Problems,"Jinghui Qin, Lihui Lin, Xiaodan Liang, Rumin Zhang and Liang Lin",NLP Applications,Accept,Long Paper
3205,Semi-Supervised Bilingual Lexicon Induction with Two-way Interaction,"Xu Zhao, Zihao Wang, Hao Wu and Yong Zhang",Machine Learning for NLP,Accept,Long Paper
1550,SentiLARE: Linguistic Knowledge Enhanced Language Representation for Sentiment Analysis,"Pei Ke, Haozhe Ji, Siyang Liu, Xiaoyan Zhu and Minlie Huang","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
3357,Sentiment Analysis of Tweets using Heterogeneous Multi-layer Network Representation and Embedding,"Loitongbam Gyanendro Singh, Anasua Mitra and Sanasam Ranbir Singh","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Long Paper
