submissionID,title,authors,track,acceptanceStatus,submissionType
1540,What Can We Learn from Collective Human Opinions on Natural Language Inference Data?,"Yixin Nie, Xiang Zhou and Mohit Bansal","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
2258,What do Models Learn from Question Answering Datasets?,Priyanka Sen and Amir Saffari,Question Answering,Accept,Long Paper
3143,What Do Position Embeddings Learn? An Empirical Study of Pre-Trained Language Model Positional Encoding,Yu-An Wang and Yun-Nung Chen,Interpretability and Analysis of Models for NLP,Accept,Long Paper
1866,"""What Do You Mean by That?"" - A Parser-Independent Interactive Approach for Enhancing Text-to-SQL","Yuntao Li, Bei Chen, Qian Liu, Yan Gao, Jian-Guang LOU, Yan Zhang and Dongmei Zhang","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
965,What Have We Achieved on Text Summarization?,"Dandan Huang, Leyang Cui, Sen Yang, Guangsheng Bao, Wang Kun, Jun Xie and Yue Zhang",Summarization,Accept,Long Paper
2839,What is More Likely to Happen Next? Video-and-Language Future Event Prediction,"Jie Lei, Licheng Yu, Tamara Berg and Mohit Bansal","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
1135,What time is it? Temporal Analysis of Novels,"Allen Kim, Charuta Pethe and Steve Skiena",NLP Applications,Accept,Long Paper
2215,"When BERT Plays the Lottery, All Tickets Are Winning","Sai Prasanna, Anna Rogers and Anna Rumshisky",Interpretability and Analysis of Models for NLP,Accept,Long Paper
2076,When Hearst Is not Enough: Improving Hypernymy Detection from Corpus with Distributional Models,"Changlong Yu, Jialong Han, Peifeng Wang, Yangqiu Song, Hongming Zhang, Wilfred Ng and Shuming Shi",Semantics: Lexical Semantics,Accept,Long Paper
872,Where are the Facts? Searching for Fact-checked Information to Alleviate the Spread of Fake News,Nguyen Vo and Kyumin Lee,Computational Social Science and Social Media,Accept,Long Paper
647,Where Are You? Localization from Embodied Dialog,"Meera Hahn, Jacob Krantz, Dhruv Batra, Devi Parikh, James Rehg, Stefan Lee and Peter Anderson","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
2579,Which *BERT? A Survey Organizing Contextualized Encoders,"Patrick Xia, Shijie Wu and Benjamin Van Durme",NLP Applications,Accept,Long Paper
2383,Widget Captioning: Generating Natural Language Description for Mobile User Interface Elements,"Yang Li, Gang Li, Luheng He, Jingjie Zheng, Hong Li and Zhiwei Guan",Speech and Multimodality,Accept,Long Paper
419,Will I Sound Like Me? Improving Persona Consistency in Dialogues through Pragmatic Self-Consciousness,"Hyunwoo Kim, Byeongchang Kim and Gunhee Kim",Dialog and Interactive Systems,Accept,Long Paper
2238,With Little Power Comes Great Responsibility,"Dallas Card, Peter Henderson, Urvashi Khandelwal, Robin Jia, Kyle Mahowald and Dan Jurafsky",Interpretability and Analysis of Models for NLP,Accept,Long Paper
2251,With More Contexts Comes Better Performance: Contextualized Sense Embeddings for All-Round Word Sense Disambiguation,"Bianca Scarlini, Tommaso Pasini and Roberto Navigli",Semantics: Lexical Semantics,Accept,Long Paper
820,Word class flexibility: A deep contextualized approach,"Bai Li, Guillaume Thomas, Yang Xu and Frank Rudzicz","Linguistic Theories, Cognitive Modeling and Psycholinguistics",Accept,Long Paper
2370,Word Rotator's Distance,"Sho Yokoi, Ryo Takahashi, Reina Akama, Jun Suzuki and Kentaro Inui",Machine Learning for NLP,Accept,Long Paper
868,Writing Strategies for Science Communication: Data and Computational Analysis,"Tal August, Lauren Kim, Katharina Reinecke and Noah A. Smith",Computational Social Science and Social Media,Accept,Long Paper
2630,X-FACTR: Multilingual Factual Knowledge Retrieval from Pretrained Language Models,"Zhengbao Jiang, Antonios Anastasopoulos, Jun Araki, Haibo Ding and Graham Neubig",Machine Translation and Multilinguality,Accept,Long Paper
284,"X-LXMERT: Paint, Caption and Answer Questions with Multi-Modal Transformers","Jaemin Cho, jiasen lu, Dustin Schwenk, Hannaneh Hajishirzi and Aniruddha Kembhavi","Language Grounding to Vision, Robotics and Beyond",Accept,Long Paper
1379,X-SRL: A Parallel Cross-Lingual Semantic Role Labeling Dataset,Angel Daza and Anette Frank,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Long Paper
623,XCOPA: A Multilingual Dataset for Causal Commonsense Reasoning,"Edoardo Maria Ponti, Goran Glavaš, Olga Majewska, Qianchu Liu, Ivan Vulić and Anna Korhonen",Machine Translation and Multilinguality,Accept,Long Paper
871,"XGLUE: A New Benchmark Datasetfor Cross-lingual Pre-training, Understanding and Generation","Yaobo Liang, Nan Duan, Yeyun Gong, Ning Wu, Fenfei Guo, Weizhen Qi, Ming Gong, Linjun Shou, Daxin Jiang, Guihong Cao, Xiaodong Fan, Ruofei Zhang, Rahul Agrawal, Edward Cui, Sining Wei, Taroon Bharti, Ying Qiao, Jiun-Hung Chen, Winnie Wu, Shuguang Liu, Fan Yang, Daniel Campos, Rangan Majumder and Ming Zhou",Machine Translation and Multilinguality,Accept,Long Paper
143,XL-WiC: A Multilingual Benchmark for Evaluating Semantic Contextualization,"Alessandro Raganato, Tommaso Pasini, Jose Camacho-Collados and Mohammad Taher Pilehvar",Semantics: Lexical Semantics,Accept,Long Paper
835,XXXXX: A Neural Framework for MT Evaluation,"Ricardo Rei, Craig Stewart, Ana C Farinha and Alon Lavie",Machine Translation and Multilinguality,Accept,Long Paper
74,Zero-Shot Cross-Lingual Transfer with Meta Learning,"Farhad Nooralahzadeh, Giannis Bekoulis, Johannes Bjerva and Isabelle Augenstein",Machine Translation and Multilinguality,Accept,Long Paper
1339,Zero-Shot Crosslingual Sentence Simplification,"Jonathan Mallinson, Rico Sennrich and Mirella Lapata",Language Generation,Accept,Long Paper
3676,A Dual-generator Network for Text Style Transfer Applications,"Xiao Li, Guanyi Chen, Chenghua Lin and Ruizhe Li",NLP Applications,Accept,Short Paper
2809,A Preliminary Exploration of GANs for Keyphrase Generation,"Avinash Swaminathan, Haimin Zhang, Debanjan Mahata, Rakesh Gosangi, Rajiv Ratn Shah and Amanda Stent",Summarization,Accept,Short Paper
449,A Simple and Effective Model for Answering Multi-span Questions,"Elad Segal, Avia Efrat, Mor Shoham, Amir Globerson and Jonathan Berant",Question Answering,Accept,Short Paper
410,A Simple Approach to Learning Unsupervised Multilingual Embeddings,"Pratik Jawanpuria, Mayank Meghwanshi and Bamdev Mishra",Machine Learning for NLP,Accept,Short Paper
2943,A Simple Yet Strong Pipeline for HotpotQA,"Dirk Groeneveld, Tushar Khot, Mausam - and Ashish Sabharwal",Question Answering,Accept,Short Paper
2767,A Streaming Approach For Efficient Batched Beam Search,"Kevin Yang, Violet Yao, John DeNero and Dan Klein",Machine Translation and Multilinguality,Accept,Short Paper
3240,Ad-hoc Document Retrieval using Weak-Supervision with BERT and GPT2,Yosi Mass and Haggai Roitman,Information Retrieval and Text Mining,Accept,Short Paper
744,Adversarial Semantic Decoupling for Recognizing Open-Vocabulary Slots,"Yuanmeng Yan, Keqing He, Hong Xu, Sihong Liu, Fanyu Meng, Min Hu and Weiran XU","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
1615,AIN: Fast and Accurate Sequence Labeling with Approximate Inference Network,"Xinyu Wang, Yong Jiang, Nguyen Bach, Tao Wang, Zhongqiang Huang, Fei Huang and Kewei Tu","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
2083,An Effective Framework for Weakly-Supervised Phrase Grounding,"Qinxin Wang, Hao Tan, Sheng Shen, Michael Mahoney and Zhewei Yao","Language Grounding to Vision, Robotics and Beyond",Accept,Short Paper
1250,An Element-aware Multi-representation Model for Law Article Prediction,"Huilin Zhong, Junsheng Zhou, Weiguang QU, Yunfei Long and Yanhui Gu",NLP Applications,Accept,Short Paper
2396,An Empirical Study of Pre-trained Transformers for Arabic Information Extraction,"Wuwei Lan, Yang Chen, Wei Xu and Alan Ritter",NLP Applications,Accept,Short Paper
638,An information theoretic view on selecting linguistic probes,Zining Zhu and Frank Rudzicz,Interpretability and Analysis of Models for NLP,Accept,Short Paper
3286,Aspect Based Sentiment Analysis with Aspect-Specific Opinion Spans,"Lu Xu, Lidong Bing, Wei Lu and Fei Huang","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Short Paper
371,BAE: BERT-based Adversarial Examples for Text Classification,Siddhant Garg and Goutham Ramakrishnan,Machine Learning for NLP,Accept,Short Paper
1949,Beyond [CLS] through Ranking by Generation,"Cícero Nogueira dos Santos, Xiaofei Ma, Ramesh Nallapati, zhiheng huang and Bing Xiang",Multidisciplinary and AC COI,Accept,Short Paper
445,Beyond Instructional Videos: Probing for More Diverse Visual-Textual Grounding on YouTube,"Jack Hessel, Zhenhai Zhu, Bo Pang and Radu Soricut","Language Grounding to Vision, Robotics and Beyond",Accept,Short Paper
1594,Bio-Megatron: Larger Biomedical Domain Language Model,"Hoo-Chang Shin, Yang Zhang, Evelina Bakhturina, Raul Puri, Mostofa Patwary, Mohammad Shoeybi and Raghav Mani",NLP Applications,Accept,Short Paper
3304,Birds have four legs?! NumerSense: Probing Numerical Commonsense Knowledge of Pre-trained Language Models,"Bill Yuchen Lin, Seyeon Lee, Rahul Khanna and Xiang Ren",Interpretability and Analysis of Models for NLP,Accept,Short Paper
763,Bootstrapped Q-learning with Context Relevant Observation Pruning to Generalize in Text-based Games,"Subhajit Chaudhury, Daiki Kimura, Kartik Talamadupula, Michiaki Tatsubori, Asim Munawar and Ryuki Tachibana",Machine Learning for NLP,Accept,Short Paper
2615,Calibration of Pre-trained Transformers,Shrey Desai and Greg Durrett,Machine Learning for NLP,Accept,Short Paper
2313,CAT-Gen: Improving Robustness in NLP Models via Controlled Adversarial Text Generation,"Tianlu Wang, Xuezhi Wang, Yao Qin, Ben Packer, Kang Li, Jilin Chen, Alex Beutel and Ed Chi",Language Generation,Accept,Short Paper
3457,COD3S: Diverse Generation with Discrete Semantic Signatures,"Nathaniel Weir, João Sedoc and Benjamin Van Durme",Language Generation,Accept,Short Paper
2750,Constrained Fact Verification for FEVER,"Adithya Pratapa, Sai Muralidhar Jayanthi and Kavya Nerella",Information Extraction,Accept,Short Paper
1390,Conversational Document Prediction to Assist Customer Care Agents,"Jatin Ganhotra, Haggai Roitman, Doron Cohen, Nathaniel Mills, Chulaka Gunasekara, Yosi Mass, Sachindra Joshi, Luis Lastras and David Konopnicki",NLP Applications,Accept,Short Paper
3566,Dats Wassup!!: Investigating African-American Vernacular English in Transformer-Based Text Generation,"Sophie Groenwold, Lily Ou, Aesha Parekh, Samhita Honnavalli, Sharon Levy, Diba Mirza and William Yang Wang",Computational Social Science and Social Media,Accept,Short Paper
1305,Deconstructing word embedding algorithms,"Kian Kenyon-Dean, Edward Newell and Jackie Chi Kit Cheung",Semantics: Lexical Semantics,Accept,Short Paper
1566,Denoising Relation Extraction from Document-level Distant Supervision,"Chaojun Xiao, Yuan Yao, Ruobing Xie, Xu Han, Zhiyuan Liu, Maosong Sun, Fen Lin and Leyu Lin",Information Extraction,Accept,Short Paper
457,Detecting Independent Pronoun Bias with Partially-Synthetic Data Generation,Robert Munro and Alex (Carmen) Morrison,Interpretability and Analysis of Models for NLP,Accept,Short Paper
531,Distilling Structured Knowledge for Text-Based Relational Reasoning,"Jin Dong, Marc-Antoine Rondeau and William L. Hamilton",Question Answering,Accept,Short Paper
2490,Do explicit alignments robustly improve massively multilingual encoders?,Shijie Wu and Mark Dredze,Machine Translation and Multilinguality,Accept,Short Paper
2271,Does the Objective Matter? Comparing Training Objectives for Pronoun Resolution,"Yordan Yordanov, Oana-Maria Camburu, Vid Kocijan and Thomas Lukasiewicz",Machine Learning for NLP:Best Paper Candidates,Accept,Short Paper
1733,Domain Adaptation of Thai Word Segmentation Models using Stacked Ensemble,"Peerat Limkonchotiwat, Wannaphong Phatthiyaphaibun, Raheem Sarwar, Ekapol Chuangsuwanich and Sarana Nutanong","Phonology, Morphology and Word Segmentation",Accept,Short Paper
1935,Don't Neglect the Obvious: On the Role of Unambiguous Words in Word Sense Disambiguation,Daniel Loureiro and Jose Camacho-Collados,Semantics: Lexical Semantics,Accept,Short Paper
2915,Effectively pretraining a speech translation decoder with machine translation data,Ashkan Alinejad and Anoop Sarkar,Speech and Multimodality,Accept,Short Paper
3517,Efficient One-Pass End-to-End Entity Linking for Questions,"Belinda Z. Li, Sewon Min, Srinivasan Iyer, Yashar Mehdad and Wen-tau Yih",Information Extraction,Accept,Short Paper
3329,Emotion-Cause Pair Extraction as Sequence Labeling Based on A Novel Tagging Scheme,"Chaofa Yuan, Chuang Fan, Jianzhu Bao and Ruifeng Xu","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Short Paper
3390,Event Detection: Gate Diversity and Syntactic Importance Scores for Graph Convolution Neural Networks,"Viet Dac Lai, Tuan Ngo Nguyen and Thien Huu Nguyen",Information Extraction,Accept,Short Paper
639,Exploiting Sentence Order in Document Alignment,Brian Thompson and Philipp Koehn,Machine Translation and Multilinguality,Accept,Short Paper
1569,Exploring Contextualized Neural Language Models for Temporal Dependency Parsing,"Hayley Ross, Jonathon Cai and Bonan Min",Information Extraction,Accept,Short Paper
1750,Exploring the Role of Argument Structure in Online Debate Persuasion,"Jialu Li, Esin Durmus and Claire Cardie","Sentiment Analysis, Stylistic Analysis, and Argument Mining",Accept,Short Paper
2739,Exposing Shallow Heuristics of Relation Extraction Models with Challenge Data,"‫Shachar Rosenman, Alon Jacovi and Yoav Goldberg",Information Extraction,Accept,Short Paper
2437,Factual Error Correction for Abstractive Summarization Models,"Meng Cao, Yue Dong, Jiapeng Wu and Jackie Chi Kit Cheung",Summarization,Accept,Short Paper
2273,Finding Domain-Specific Grounding in Noisy Visual-Textual Documents,"Gregory Yauney, Jack Hessel and David Mimno","Language Grounding to Vision, Robotics and Beyond",Accept,Short Paper
2614,Fortifying Toxic Speech Detectors Against Disguised Toxicity,Xiaochuang Han and Yulia Tsvetkov,Computational Social Science and Social Media,Accept,Short Paper
1614,Generating Label Cohesive and Well-Formed Adversarial Claims,"Pepa Atanasova, Dustin Wright and Isabelle Augenstein",Interpretability and Analysis of Models for NLP,Accept,Short Paper
1287,"Hashtags, Emotions, and Comments: A Large-Scale Dataset to Understand Fine-Grained Social Emotions to Online Topics","Keyang Ding, Jing Li and Yuji Zhang",Computational Social Science and Social Media,Accept,Short Paper
2766,Homophonic Pun Generation with Lexically Constrained Rewriting,"Zhiwei Yu, Hongyu Zang and Xiaojun Wan",Language Generation,Accept,Short Paper
108,How Much Knowledge Can You Pack Into the Parameters of a Language Model?,"Adam Roberts, Colin Raffel and Noam Shazeer",Question Answering,Accept,Short Paper
3353,How to Make Neural Natural Language Generation as Reliable as Templates in Task-Oriented Dialogue,"Henry Elder, Alexander O'Connor and Jennifer Foster",Language Generation,Accept,Short Paper
360,I Was Just Being Sarcastic! Reactive Supervision: A New Method for Collecting Sarcasm Data,"Boaz Shmueli, Lun-Wei Ku and Soumya Ray",Computational Social Science and Social Media,Accept,Short Paper
2818,Improving Bilingual Lexicon Induction for Low Frequency Words,"Jiaji Huang, Xingyu Cai and Kenneth Church",Machine Learning for NLP,Accept,Short Paper
1428,Improving Low Compute Language Modeling with In-Domain Embedding Initialisation,"Charles Welch, Rada Mihalcea and Jonathan K. Kummerfeld",Language Generation,Accept,Short Paper
3116,Improving Multilingual Models with Language-Clustered Vocabularies,"Hyung Won Chung, Dan Garrette, Kiat Chuan Tan and Jason Riesa",Machine Translation and Multilinguality,Accept,Short Paper
3299,Improving the Efficiency of Grammatical Error Correction with Erroneous Span Detection and Correction,"Mengyun Chen, Tao Ge, Xingxing Zhang, Furu Wei and Ming Zhou",NLP Applications,Accept,Short Paper
2100,Incorporating a Local Translation Mechanism into Non-autoregressive Translation,"Xiang Kong, Zhisong Zhang and Eduard Hovy",Machine Translation and Multilinguality,Accept,Short Paper
3327,Incorporating Context Structures for Query Generation,Ruey-Cheng Chen and Chia-Jung Lee,Information Retrieval and Text Mining,Accept,Short Paper
883,Incremental Neural Coreference Resolution in Constant Memory,"Patrick Xia, João Sedoc and Benjamin Van Durme",Information Extraction,Accept,Short Paper
3051,Inference Strategies for Sequence Generation with Conditional Masking,"Julia Kreutzer, George Foster and Colin Cherry",Machine Translation and Multilinguality,Accept,Short Paper
3231,Introducing a New Dataset for Event Detection in Cybersecurity Texts,"Hieu Man Duc Trong, Duc Trong Le, Amir Pouran Ben Veyseh, Thuat Nguyen and Thien Huu Nguyen",Information Extraction,Accept,Short Paper
3181,Investigating representations of verb bias in neural language models,"Robert Hawkins, Takateru Yamakoshi, Thomas Griffiths and Adele Goldberg","Linguistic Theories, Cognitive Modeling and Psycholinguistics",Accept,Short Paper
782,Is Graph Structure Necessary for Multi-hop Question Answering?,"Nan Shao, Yiming Cui, Ting Liu, Shijin Wang and Guoping Hu",Question Answering,Accept,Short Paper
2452,Is the best better? Bayesian statistical model comparison for natural language processing,Piotr Szymański and Kyle Gorman,Machine Learning for NLP,Accept,Short Paper
1389,Iterative Feature Mining for Constraint-Based Data Collection to Increase Data Diversity and Model Robustness,"Stefan Larson, Anthony Zheng, Anish Mahendran, Rishi Tekriwal, Adrian Cheung, Eric Guldan, Kevin Leach and Jonathan K. Kummerfeld",Dialog and Interactive Systems,Accept,Short Paper
1258,Keep it Surprisingly Simple: A Simple First Order Graph Based Parsing Model for Joint Morphosyntactic Parsing in Sanskrit,"Amrith Krishna, Ashim Gupta, Deepak Garasangi, Pavankumar Satuluri and Pawan Goyal","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
2412,Language Adapters for Zero Shot Neural Machine Translation,"Jerin Philip, Alexandre Berard, Matthias Gallé and Laurent Besacier",Machine Translation and Multilinguality,Accept,Short Paper
1466,Learning Collaborative Agents with Rule Guidance for Knowledge Graph Reasoning,"Deren Lei, Gangrong Jiang, Xiaotao Gu, Kexuan Sun, Yuning Mao and Xiang Ren",Information Extraction,Accept,Short Paper
279,Learning Physical Common Sense as Knowledge Graph Completion via BERT Data Augmentation and Constrained Tucker Factorization,"Zhenjie Zhao, Evangelos Papalexakis and Xiaojuan Ma","Language Grounding to Vision, Robotics and Beyond",Accept,Short Paper
287,Learning Structured Representations of Entity Names using Active Learning and Weak Supervision,"Kun Qian, Poornima Chozhiyath Raman, Yunyao Li and Lucian Popa",Information Extraction,Accept,Short Paper
1196,Learning to Contrast the Counterfactual Samples for Robust Visual Question Answering,"Zujie Liang, Weitao Jiang, Haifeng Hu and Jiaying Zhu","Language Grounding to Vision, Robotics and Beyond",Accept,Short Paper
3464,Learning to Fuse Sentences with Transformers for Summarization,"Logan Lebanoff, Franck Dernoncourt, Doo Soon Kim, Lidan Wang, Walter Chang and Fei Liu",Multidisciplinary and AC COI,Accept,Short Paper
1518,Learning to Ignore: Long Document Coreference with Bounded Memory Neural Networks,"Shubham Toshniwal, Sam Wiseman, Allyson Ettinger, Karen Livescu and Kevin Gimpel",Discourse and Pragmatics,Accept,Short Paper
2886,LOGAN: Local Group Bias Detection by Clustering,Jieyu Zhao and Kai-Wei Chang,Interpretability and Analysis of Models for NLP,Accept,Short Paper
3337,Long-Short Term Masking Transformer: A Simple but Effective Baseline for Document-level Neural Machine Translation,"Pei Zhang, Boxing Chen, Niyu Ge and Kai Fan",Machine Translation and Multilinguality,Accept,Short Paper
3507,Mention Extraction and Linking for SQL Query Generation,"Jianqiang Ma, ZEYU YAN, Shuai Pang, Yang Zhang and Jianping Shen","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Short Paper
1952,Modeling Content Importance for Summarization with Pre-trained Language Models,"Liqiang Xiao, Lu Wang, Hao He and Yaohui Jin",Summarization,Accept,Short Paper
877,Modularized Syntactic Neural Networks for Sentence Classification,"Haiyan Wu, Ying Liu and Shaoyun Shi","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
2721,More Bang for Your Buck: Natural Perturbation for Robust Question Answering,"Daniel Khashabi, Tushar Khot and Ashish Sabharwal",Question Answering,Accept,Short Paper
3174,MSCNN: A Monomeric-Siamese Convolutional Neural Network for Extremely Imbalanced Multi-label Text Classification,"Wenshuo Yang, Jiyi Li, Fumiyo Fukumoto and Yanming Ye",NLP Applications,Accept,Short Paper
1682,Multi-label Few/Zero-shot Learning with Knowledge Aggregated from Multiple Label Graphs,"Jueqing Lu, Lan Du, Ming Liu and Joanna Dipnall",Machine Learning for NLP,Accept,Short Paper
2078,Multi-Stage Pretraining for Low-Resource Domain Adaptation,"Rong Zhang, Revanth Gangi Reddy, Md Arafat Sultan, Vittorio Castelli, Anthony Ferritto, Radu Florian, Efsun Sarioglu Kayi, Salim Roukos, Avi Sil and Todd Ward",Question Answering,Accept,Short Paper
2822,Multi-Task Table Retrieval and Question-Answering with the TAPAS Model,"Neil Mallinar, Etienne Marcheret, Steven Rennie, David Nahamoo and Vaibhava Goel",Information Retrieval and Text Mining,Accept,Short Paper
540,Multi-XScience: A Large-scale Dataset for Extreme Multi-document Summarization of Scientific Articles,"Yao Lu, Yue Dong and Laurent Charlin",Summarization,Accept,Short Paper
1997,Multilingual Offensive Language Identification with Cross-lingual Embeddings,Tharindu Ranasinghe and Marcos Zampieri,Computational Social Science and Social Media,Accept,Short Paper
2890,Multitask Learning for Cross-Lingual Transfer of Broad-coverage Semantic Dependencies,"Maryam Aminian, Mohammad Sadegh Rasooli and Mona Diab","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Short Paper
3298,Named Entity Recognition for Social Media Texts with Semantic Augmentation,"Yuyang Nie, Yuanhe Tian, Xiang Wan, Yan Song and Bo Dai",Computational Social Science and Social Media,Accept,Short Paper
3495,Neural Conversational QA: Learning to Reason vs Exploiting Patterns,"Nikhil Verma, Abhishek Sharma, Dhiraj Madan, Danish Contractor, Harshit Kumar and Sachindra Joshi",Dialog and Interactive Systems,Accept,Short Paper
2764,Neural Topic Modeling by Incorporating Document Relationship Graph,"Deyu Zhou, Xuemeng Hu and Rui Wang",NLP Applications,Accept,Short Paper
858,On the Evaluation of Contextual Embeddings for Zero-Shot Cross-Lingual Transfer Learning,"Phillip Keung, Yichao Lu, Julian Salazar and Vikas Bhardwaj",Machine Translation and Multilinguality:Best Paper Candidates,Accept,Short Paper
1351,On the importance of pre-training data volume for compact language models,"Vincent Micheli, Martin d'Hoffschmidt and François Fleuret",Machine Learning for NLP,Accept,Short Paper
2684,On the Role of Supervision in Unsupervised Constituency Parsing,"Haoyue Shi, Karen Livescu and Kevin Gimpel","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
1960,On the Sparsity of Neural Machine Translation Models,"Yong Wang, Longyue Wang, Victor Li and Zhaopeng Tu",Machine Translation and Multilinguality,Accept,Short Paper
3513,On the weak link between importance and prunability of attention heads,"Aakriti Budhraja, Madhura Pande, Preksha Nema, Pratyush Kumar and Mitesh M. Khapra",Interpretability and Analysis of Models for NLP,Accept,Short Paper
1625,Parsing Gapping Constructions Based on Grammatical and Semantic Roles,Yoshihide Kato and Shigeki Matsubara,"Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
1227,"PatchBERT: Just-in-Time, Out-of-Vocabulary Patching",Sangwhan Moon and Naoaki Okazaki,Machine Learning for NLP,Accept,Short Paper
1943,Please Mind the Root: Decoding Arborescences for Dependency Parsing,"Ran Zmigrod, Tim Vieira and Ryan Cotterell","Syntax: Tagging, Chunking, and Parsing",Accept,Short Paper
3647,Pre-training of Mention Representations in Coreference Models,Yuval Varkel and Amir Globerson,Discourse and Pragmatics,Accept,Short Paper
2343,Pre-Training Transformers as Energy-Based Cloze Models,"Kevin Clark, Minh-Thang Luong, Quoc Le and Christopher D. Manning",Machine Learning for NLP,Accept,Short Paper
2999,Precise Task Formalization Matters in Winograd Schema Evaluations,"Haokun Liu, William Huang, Dhara Mungra and Samuel R. Bowman","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Short Paper
2638,Predicting Reference: What do Language Models Learn about Discourse Models?,"Shiva Upadhye, Leon Bergen and Andrew Kehler",Multidisciplinary and AC COI,Accept,Short Paper
1280,Pretrained Language Model Embryology: The Birth of ALBERT,"David C. Chiang, Sung-Feng Huang and Hung-yi Lee",Interpretability and Analysis of Models for NLP,Accept,Short Paper
1180,Public Sentiment Drift Analysis Based on Hierarchical Variational Auto-encoder,"Wenyue Zhang, Xiaoli Li, Yang Li, Suge Wang, Deyu Li, Jian Liao and Jianxing Zheng",NLP Applications,Accept,Short Paper
3419,Querying across genres to retrieve research that supports medical claims made in news,"Chaoyuan Zuo, Narayan Acharya and Ritwik Banerjee",Information Retrieval and Text Mining,Accept,Short Paper
2758,Reading Between the Lines: Exploring Infilling in Visual Narratives,"Khyathi Raghavi Chandu, Ruo-Ping Dong and Alan W Black",Language Generation,Accept,Short Paper
607,"Reasoning about Goals, Steps, and Temporal Ordering with WikiHow","Li Zhang, Qing Lyu and Chris Callison-Burch","Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Short Paper
852,Reusing a Pretrained Language Model on Languages with Limited Corpora for Unsupervised NMT,"Alexandra Chronopoulou, Dario Stojanovski and Alexander Fraser",Machine Translation and Multilinguality,Accept,Short Paper
1621,Revealing the Myth of Higher-Order Inference in Coreference Resolution,Liyan Xu and Jinho D. Choi,Discourse and Pragmatics,Accept,Short Paper
3272,Scaling Hidden Markov Language Models,Justin Chiu and Alexander Rush,Machine Learning for NLP,Accept,Short Paper
26,Self-Paced Learning for Neural Machine Translation,"Yu Wan, Baosong Yang, Derek F. Wong, Yikai Zhou, Lidia S. Chao, zhang haibo and Boxing Chen",Machine Translation and Multilinguality,Accept,Short Paper
2790,Semantic label smoothing for sequence to sequence problems,"Michal Lukasik, Himanshu Jain, Aditya Menon, Seungyeon Kim, Srinadh Bhojanapalli, Felix Yu and Sanjiv Kumar",Machine Learning for NLP,Accept,Short Paper
689,Semantic Role Labeling Guided Multi-turn Dialogue ReWriter,"Kun Xu, Haochen Tan, Linfeng Song, Han Wu, Haisong Zhang, Linqi Song and Dong Yu",Dialog and Interactive Systems,Accept,Short Paper
357,Semantically Inspired AMR Alignment for the Portuguese language,Rafael Anchiêta and Thiago Pardo,"Semantics: Sentence-level Semantics, Textual Inference and Other areas",Accept,Short Paper
2427,Semi-supervised New Event Type Induction and Event Detection,Lifu Huang and Heng Ji,Information Extraction,Accept,Short Paper
1356,Sequence-level Mixed Sample Data Augmentation,"Demi Guo, Yoon Kim and Alexander Rush",Machine Learning for NLP,Accept,Short Paper
861,Severing the Edge Between Before and After: Neural Architectures for Temporal Ordering of Events,"Miguel Ballesteros, Rishita Anubhai, Shuai Wang, Nima Pourdamghani, Yogarshi Vyas, Jie Ma, Parminder Bhatia, Kathleen McKeown and Yaser Al-Onaizan",Information Extraction,Accept,Short Paper
3393,Simple Data Augmentation with the Mask Token Improves Domain Adaptation for Dialog Act Tagging,"Semih Yavuz, Kazuma Hashimoto, Wenhao Liu, Nitish Shirish Keskar, Richard Socher and Caiming Xiong",Dialog and Interactive Systems,Accept,Short Paper
856,Simulated Multiple Reference Training Improves Low-Resource Machine Translation,"Huda Khayrallah, Brian Thompson, Matt Post and Philipp Koehn",Machine Translation and Multilinguality,Accept,Short Paper
2825,SLEDGE: A Simple Yet Effective Zero-Shot Baseline for Coronavirus Scientific Knowledge Search,"Sean MacAvaney, Arman Cohan and Nazli Goharian",Information Retrieval and Text Mining,Accept,Short Paper
3621,SlotRefine: A Fast Non-Autoregressive Model for Joint Intent Detection and Slot Filling,"Di Wu, Liang Ding, Fan Lu and Jian Xie",Dialog and Interactive Systems,Accept,Short Paper
210,Small but Mighty: New Benchmarks for Split and Rephrase,"Li Zhang, Huaiyu Zhu, Siddhartha Brahma and Yunyao Li",Language Generation,Accept,Short Paper
